degree,rows,operator,worker_id,stripe_index,checkpoint_bytes,runtime_weight_bytes,wall_p50_ms,cuda_p50_ms,host_overhead_p50_ms
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-09,9,3211264,903168,0.0479,0.03939199820160866,0.008559999850392339
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-10,10,3211264,903168,0.036,0.0272000003606081,0.008732000234723092
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-11,11,3211264,903168,0.0415,0.027712000533938408,0.010071998560428619
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-12,12,3211264,903168,0.0517,0.0382080003619194,0.0134919996380806
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-13,13,3211264,903168,0.0497,0.03961599990725517,0.008579999816417695
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-14,14,3211264,903168,0.0531,0.040352001786231995,0.008747998213768003
16,2,latent_down,layer-89.latent_down_projection_stripe.worker-15,15,3211264,903168,0.0721,0.047520000487565994,0.024579999512434003
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-00,0,2752512,774144,0.0697,0.05689600110054016,0.012803998899459837
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-01,1,3670016,1032192,0.0692,0.05641600117087364,0.013167998987436293
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-02,2,2752512,774144,0.0769,0.058368001133203506,0.01853199886679649
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-03,3,3670016,1032192,0.069,0.0541439987719059,0.013223999977111822
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-04,4,2752512,774144,0.0708,0.06006399914622307,0.013923998314142233
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-05,5,3670016,1032192,0.0648,0.04841599985957146,0.012384000140428543
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-06,6,2752512,774144,0.0581,0.04476799815893173,0.012724000936746596
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-07,7,3670016,1032192,0.0697,0.0570559985935688,0.012644001406431196
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-08,8,2752512,774144,0.0667,0.05257600173354149,0.012688000816106798
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-09,9,3670016,1032192,0.0694,0.056543998420238495,0.012456001579761511
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-10,10,2752512,774144,0.0636,0.05142400041222572,0.01286399976611137
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-11,11,3670016,1032192,0.0919,0.07865600287914276,0.01337600024342537
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-12,12,2752512,774144,0.0716,0.06070400029420853,0.01089599970579147
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-13,13,3670016,1032192,0.0694,0.05603199824690819,0.013208000534772876
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-14,14,2752512,774144,0.0682,0.05567999929189682,0.013220000708103183
16,2,latent_up,layer-89.latent_up_projection_stripe.worker-15,15,3670016,1032192,0.0686,0.054976001381874084,0.01362399861812591
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-00,0,90832896,25546752,0.353,0.33299198746681213,0.020008012533187847
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-01,1,90832896,25546752,0.3541,0.3298560082912445,0.02113999042510989
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-02,2,90832896,25546752,0.3523,0.33263999223709106,0.021096014022827125
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-03,3,90832896,25546752,0.3464,0.3263680040836334,0.020031995916366563
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-04,4,90832896,25546752,0.3685,0.3384320139884949,0.03006798601150512
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-05,5,90832896,25546752,0.3488,0.3282240033149719,0.02051199488639832
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-06,6,90832896,25546752,0.3563,0.33244800567626953,0.020395997810363775
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-07,7,90832896,25546752,0.3419,0.3238080143928528,0.015107998895645125
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-08,8,90832896,25546752,0.3384,0.317440003156662,0.02095999684333799
16,4,dense_mlp,layer-00.dense_mlp_stripe.worker-09,9,90832896,25546752,0.3533,0.33347201347351074,0.020751988792419407
