degree,rows,operator,worker_id,stripe_index,checkpoint_bytes,runtime_weight_bytes,wall_p50_ms,cuda_p50_ms,host_overhead_p50_ms
32,4,shared_expert,layer-89.shared_expert_stripe.worker-03,3,8257536,2322432,0.123,0.10732799768447876,0.024380001461505887
32,4,shared_expert,layer-89.shared_expert_stripe.worker-04,4,8257536,2322432,0.121,0.10364799946546555,0.01735200053453445
32,4,shared_expert,layer-89.shared_expert_stripe.worker-05,5,8257536,2322432,0.1197,0.10361599922180176,0.02335999630689621
32,4,shared_expert,layer-89.shared_expert_stripe.worker-06,6,8257536,2322432,0.1201,0.1042879968881607,0.015668000984191896
32,4,shared_expert,layer-89.shared_expert_stripe.worker-07,7,8257536,2322432,0.1197,0.1029760017991066,0.01638399941921234
32,4,shared_expert,layer-89.shared_expert_stripe.worker-08,8,8257536,2322432,0.1194,0.10291200131177902,0.016487998688220984
32,4,shared_expert,layer-89.shared_expert_stripe.worker-09,9,8257536,2322432,0.1187,0.0944959968328476,0.024347999858856204
32,4,shared_expert,layer-89.shared_expert_stripe.worker-10,10,8257536,2322432,0.1264,0.10025600343942642,0.02614399656057359
32,4,shared_expert,layer-89.shared_expert_stripe.worker-11,11,8257536,2322432,0.1191,0.09484799951314926,0.024252000486850736
32,4,shared_expert,layer-89.shared_expert_stripe.worker-12,12,8257536,2322432,0.1184,0.09254399687051773,0.02397599811553955
32,4,shared_expert,layer-89.shared_expert_stripe.worker-13,13,8257536,2322432,0.1196,0.10422399640083313,0.016976003599166872
32,4,shared_expert,layer-89.shared_expert_stripe.worker-14,14,8257536,2322432,0.1186,0.10131199657917023,0.023308001077175136
32,4,shared_expert,layer-89.shared_expert_stripe.worker-15,15,8257536,2322432,0.1205,0.1042879968881607,0.01621200311183929
32,4,shared_expert,layer-89.shared_expert_stripe.worker-16,16,8257536,2322432,0.1217,0.10633599758148193,0.016799996495246883
