arm,gpu_utilization_percent,memory_controller_utilization_percent,power_w,temperature_c,timestamp,vram_used_mib
attention,1.0,0.0,36.35,53.0,2026/08/13 15:04:42.869,1533.0
attention,6.0,1.0,39.61,53.0,2026/08/13 15:04:43.673,2029.0
attention,0.0,0.0,54.49,54.0,2026/08/13 15:04:44.370,2034.0
attention,0.0,0.0,70.07,54.0,2026/08/13 15:04:45.004,2034.0
attention,0.0,0.0,70.18,54.0,2026/08/13 15:04:45.575,2034.0
attention,0.0,0.0,70.32,54.0,2026/08/13 15:04:46.145,2034.0
attention,0.0,0.0,70.42,54.0,2026/08/13 15:04:46.716,2098.0
attention,9.0,1.0,73.48,54.0,2026/08/13 15:04:47.270,2320.0
attention,11.0,1.0,80.93,55.0,2026/08/13 15:04:47.824,2212.0
attention,11.0,1.0,86.85,55.0,2026/08/13 15:04:48.378,2127.0
attention,9.0,1.0,87.49,55.0,2026/08/13 15:04:48.917,2327.0
attention,9.0,1.0,88.55,55.0,2026/08/13 15:04:49.472,2127.0
attention,12.0,1.0,81.67,54.0,2026/08/13 15:04:50.024,2267.0
attention,12.0,1.0,73.8,55.0,2026/08/13 15:04:50.578,2093.0
attention,20.0,2.0,67.36,55.0,2026/08/13 15:04:51.130,2315.0
attention,14.0,1.0,64.52,54.0,2026/08/13 15:04:51.682,2251.0
attention,14.0,1.0,66.21,54.0,2026/08/13 15:04:52.234,2153.0
attention,16.0,1.0,70.53,54.0,2026/08/13 15:04:52.782,2351.0
attention,12.0,1.0,72.07,54.0,2026/08/13 15:04:53.334,2133.0
attention,12.0,1.0,75.96,55.0,2026/08/13 15:04:53.900,2273.0
attention,11.0,2.0,73.79,54.0,2026/08/13 15:04:54.453,2109.0
attention,23.0,2.0,76.66,57.0,2026/08/13 15:04:55.007,2371.0
attention,18.0,1.0,80.58,55.0,2026/08/13 15:04:55.560,2215.0
attention,17.0,2.0,80.97,55.0,2026/08/13 15:04:56.114,2123.0
attention,21.0,2.0,83.4,56.0,2026/08/13 15:04:56.667,2319.0
attention,23.0,1.0,86.97,56.0,2026/08/13 15:04:57.217,2115.0
attention,17.0,1.0,87.33,56.0,2026/08/13 15:04:57.756,2237.0
attention,17.0,1.0,88.85,55.0,2026/08/13 15:04:58.295,2271.0
attention,11.0,1.0,86.35,55.0,2026/08/13 15:04:58.847,2189.0
attention,5.0,1.0,51.68,54.0,2026/08/13 15:04:59.400,2085.0
attention,12.0,1.0,54.98,55.0,2026/08/13 15:04:59.954,2049.0
attention,4.0,1.0,52.4,54.0,2026/08/13 15:05:00.508,2139.0
attention,14.0,1.0,57.3,55.0,2026/08/13 15:05:01.061,2049.0
attention,3.0,1.0,57.73,54.0,2026/08/13 15:05:01.600,2117.0
attention,6.0,1.0,49.08,54.0,2026/08/13 15:05:02.150,2327.0
attention,4.0,0.0,67.69,55.0,2026/08/13 15:05:02.704,2179.0
attention,19.0,2.0,68.64,55.0,2026/08/13 15:05:03.257,2083.0
attention,5.0,1.0,55.04,54.0,2026/08/13 15:05:03.809,2049.0
attention,10.0,1.0,60.78,55.0,2026/08/13 15:05:04.349,2103.0
attention,18.0,1.0,61.08,55.0,2026/08/13 15:05:04.900,2043.0
attention,3.0,1.0,62.7,54.0,2026/08/13 15:05:05.452,2071.0
attention,5.0,1.0,50.7,54.0,2026/08/13 15:05:06.004,2237.0
attention,13.0,1.0,74.78,56.0,2026/08/13 15:05:06.555,2043.0
attention,19.0,1.0,81.45,56.0,2026/08/13 15:05:07.110,2043.0
attention,5.0,1.0,68.73,55.0,2026/08/13 15:05:07.663,2215.0
attention,27.0,2.0,72.24,56.0,2026/08/13 15:05:08.202,2043.0
attention,4.0,1.0,63.6,55.0,2026/08/13 15:05:08.752,2213.0
attention,32.0,1.0,69.41,57.0,2026/08/13 15:05:09.306,2043.0
attention,2.0,0.0,74.37,55.0,2026/08/13 15:05:09.859,2139.0
attention,41.0,1.0,77.15,57.0,2026/08/13 15:05:10.406,2333.0
attention,0.0,0.0,92.62,55.0,2026/08/13 15:05:10.994,2025.0
attention,0.0,0.0,79.13,55.0,2026/08/13 15:05:11.563,2025.0
attention,0.0,0.0,59.06,55.0,2026/08/13 15:05:12.227,2025.0
attention,0.0,0.0,45.24,54.0,2026/08/13 15:05:12.973,2025.0
attention,0.0,0.0,43.12,54.0,2026/08/13 15:05:13.526,2025.0
attention,0.0,0.0,41.27,54.0,2026/08/13 15:05:14.095,2085.0
attention,12.0,1.0,46.83,55.0,2026/08/13 15:05:14.648,2309.0
attention,12.0,1.0,53.99,55.0,2026/08/13 15:05:15.200,2251.0
attention,13.0,1.0,59.76,55.0,2026/08/13 15:05:15.752,2143.0
attention,10.0,1.0,62.71,55.0,2026/08/13 15:05:16.305,2357.0
attention,13.0,1.0,65.61,55.0,2026/08/13 15:05:16.857,2149.0
attention,12.0,1.0,68.19,56.0,2026/08/13 15:05:17.407,2291.0
attention,11.0,2.0,65.77,55.0,2026/08/13 15:05:17.958,2201.0
attention,8.0,1.0,64.31,55.0,2026/08/13 15:05:18.510,2065.0
attention,13.0,1.0,68.39,56.0,2026/08/13 15:05:19.063,2295.0
attention,16.0,1.0,67.74,55.0,2026/08/13 15:05:19.602,2175.0
attention,15.0,1.0,70.1,56.0,2026/08/13 15:05:20.150,2389.0
attention,16.0,1.0,72.89,56.0,2026/08/13 15:05:20.702,2157.0
attention,16.0,1.0,74.84,56.0,2026/08/13 15:05:21.254,2299.0
attention,12.0,1.0,76.13,56.0,2026/08/13 15:05:21.808,2209.0
attention,6.0,1.0,72.74,55.0,2026/08/13 15:05:22.347,2067.0
attention,19.0,2.0,80.59,56.0,2026/08/13 15:05:22.899,2283.0
attention,15.0,1.0,84.89,56.0,2026/08/13 15:05:23.453,2183.0
attention,14.0,1.0,84.8,56.0,2026/08/13 15:05:24.007,2375.0
attention,20.0,1.0,85.25,57.0,2026/08/13 15:05:24.557,2141.0
attention,17.0,1.0,88.47,56.0,2026/08/13 15:05:25.110,2261.0
attention,22.0,1.0,89.05,57.0,2026/08/13 15:05:25.663,2047.0
attention,8.0,1.0,77.41,55.0,2026/08/13 15:05:26.203,2043.0
attention,4.0,1.0,62.65,55.0,2026/08/13 15:05:26.756,2185.0
attention,17.0,2.0,54.75,56.0,2026/08/13 15:05:27.296,2055.0
attention,6.0,1.0,53.21,55.0,2026/08/13 15:05:27.847,2289.0
attention,3.0,1.0,57.36,55.0,2026/08/13 15:05:28.386,2047.0
attention,4.0,1.0,52.94,55.0,2026/08/13 15:05:28.935,2207.0
attention,5.0,0.0,68.09,56.0,2026/08/13 15:05:29.487,2043.0
attention,21.0,2.0,70.6,56.0,2026/08/13 15:05:30.027,2043.0
attention,6.0,1.0,55.83,55.0,2026/08/13 15:05:30.579,2269.0
attention,4.0,1.0,59.06,55.0,2026/08/13 15:05:31.131,2085.0
attention,14.0,1.0,57.63,55.0,2026/08/13 15:05:31.685,2043.0
attention,2.0,1.0,61.79,56.0,2026/08/13 15:05:32.225,2067.0
attention,4.0,1.0,63.03,55.0,2026/08/13 15:05:32.779,2243.0
attention,32.0,1.0,63.36,57.0,2026/08/13 15:05:33.327,2065.0
attention,4.0,0.0,83.48,56.0,2026/08/13 15:05:33.880,2043.0
attention,28.0,2.0,73.48,57.0,2026/08/13 15:05:34.433,2249.0
attention,3.0,1.0,66.89,56.0,2026/08/13 15:05:34.986,2085.0
attention,36.0,2.0,71.81,57.0,2026/08/13 15:05:35.537,2061.0
attention,2.0,0.0,75.1,56.0,2026/08/13 15:05:36.076,2059.0
attention,3.0,0.0,73.27,56.0,2026/08/13 15:05:36.627,2219.0
expert,1.0,0.0,38.51,55.0,2026/08/13 15:06:17.751,1528.0
expert,0.0,0.0,46.44,56.0,2026/08/13 15:06:18.574,2023.0
expert,0.0,0.0,61.95,56.0,2026/08/13 15:06:19.146,2023.0
expert,0.0,0.0,72.93,56.0,2026/08/13 15:06:19.716,2023.0
expert,0.0,0.0,72.96,57.0,2026/08/13 15:06:20.285,2023.0
expert,0.0,0.0,73.11,57.0,2026/08/13 15:06:21.111,2033.0
expert,0.0,0.0,75.42,57.0,2026/08/13 15:06:21.662,2033.0
expert,0.0,0.0,75.48,57.0,2026/08/13 15:06:22.206,2055.0
expert,0.0,0.0,73.39,57.0,2026/08/13 15:06:22.755,2093.0
expert,0.0,0.0,73.34,57.0,2026/08/13 15:06:23.301,2129.0
expert,0.0,0.0,73.3,57.0,2026/08/13 15:06:23.849,2167.0
expert,0.0,0.0,73.47,57.0,2026/08/13 15:06:24.395,2205.0
expert,1.0,0.0,59.31,56.0,2026/08/13 15:06:24.937,2233.0
expert,0.0,0.0,42.8,56.0,2026/08/13 15:06:25.487,2271.0
expert,0.0,0.0,40.43,56.0,2026/08/13 15:06:26.029,2301.0
expert,1.0,0.0,40.28,56.0,2026/08/13 15:06:26.577,2339.0
expert,0.0,0.0,39.93,56.0,2026/08/13 15:06:27.122,2375.0
expert,0.0,0.0,39.57,56.0,2026/08/13 15:06:27.673,2409.0
expert,0.0,0.0,39.33,56.0,2026/08/13 15:06:28.221,2443.0
expert,0.0,0.0,39.41,56.0,2026/08/13 15:06:28.767,2479.0
expert,1.0,1.0,39.72,56.0,2026/08/13 15:06:29.313,2513.0
expert,0.0,0.0,39.81,56.0,2026/08/13 15:06:29.858,2551.0
expert,1.0,1.0,39.69,56.0,2026/08/13 15:06:30.403,2601.0
expert,0.0,0.0,39.53,56.0,2026/08/13 15:06:30.948,2639.0
expert,0.0,0.0,39.67,56.0,2026/08/13 15:06:31.490,2671.0
expert,0.0,0.0,39.73,56.0,2026/08/13 15:06:32.037,2705.0
expert,0.0,0.0,39.98,56.0,2026/08/13 15:06:32.584,2743.0
expert,0.0,0.0,40.11,56.0,2026/08/13 15:06:33.134,2775.0
expert,0.0,0.0,39.81,56.0,2026/08/13 15:06:33.678,2817.0
expert,0.0,0.0,39.87,56.0,2026/08/13 15:06:34.221,2855.0
expert,0.0,0.0,39.65,56.0,2026/08/13 15:06:34.770,2889.0
expert,0.0,0.0,39.52,56.0,2026/08/13 15:06:35.316,2925.0
expert,0.0,0.0,39.54,56.0,2026/08/13 15:06:35.859,2963.0
expert,0.0,0.0,39.54,56.0,2026/08/13 15:06:36.405,3001.0
expert,0.0,0.0,39.6,56.0,2026/08/13 15:06:36.953,3039.0
expert,0.0,0.0,39.65,56.0,2026/08/13 15:06:37.500,3075.0
expert,1.0,0.0,39.7,56.0,2026/08/13 15:06:38.046,3113.0
expert,0.0,0.0,39.83,56.0,2026/08/13 15:06:38.592,3147.0
expert,0.0,0.0,39.58,56.0,2026/08/13 15:06:39.138,3185.0
expert,0.0,0.0,39.66,56.0,2026/08/13 15:06:39.687,3217.0
expert,0.0,0.0,39.72,56.0,2026/08/13 15:06:40.234,3255.0
expert,0.0,0.0,39.95,56.0,2026/08/13 15:06:40.780,3293.0
expert,0.0,0.0,40.12,56.0,2026/08/13 15:06:41.327,3325.0
expert,0.0,0.0,39.99,56.0,2026/08/13 15:06:41.872,3363.0
expert,0.0,0.0,39.66,56.0,2026/08/13 15:06:42.420,3401.0
expert,0.0,0.0,39.76,56.0,2026/08/13 15:06:42.969,3439.0
expert,0.0,0.0,39.66,56.0,2026/08/13 15:06:43.515,3475.0
expert,1.0,1.0,39.81,56.0,2026/08/13 15:06:44.064,3513.0
expert,0.0,0.0,39.81,56.0,2026/08/13 15:06:44.609,3563.0
expert,0.0,0.0,39.75,56.0,2026/08/13 15:06:45.158,3601.0
expert,0.0,0.0,39.93,56.0,2026/08/13 15:06:45.705,3639.0
expert,0.0,0.0,39.71,56.0,2026/08/13 15:06:46.251,3679.0
expert,0.0,0.0,39.71,56.0,2026/08/13 15:06:46.798,3717.0
expert,1.0,1.0,40.0,56.0,2026/08/13 15:06:47.345,3755.0
expert,0.0,0.0,39.91,56.0,2026/08/13 15:06:47.895,3797.0
expert,0.0,0.0,39.8,56.0,2026/08/13 15:06:48.441,3835.0
expert,0.0,0.0,39.89,56.0,2026/08/13 15:06:48.988,3871.0
expert,0.0,0.0,39.83,56.0,2026/08/13 15:06:49.534,3913.0
expert,0.0,0.0,39.62,56.0,2026/08/13 15:06:50.078,3947.0
expert,0.0,0.0,39.44,56.0,2026/08/13 15:06:50.623,3989.0
expert,0.0,0.0,39.38,56.0,2026/08/13 15:06:51.170,4025.0
expert,0.0,0.0,39.42,56.0,2026/08/13 15:06:51.712,4063.0
expert,0.0,0.0,39.35,56.0,2026/08/13 15:06:52.257,4101.0
expert,0.0,0.0,39.15,56.0,2026/08/13 15:06:52.804,4135.0
expert,0.0,0.0,39.22,56.0,2026/08/13 15:06:53.350,4171.0
expert,0.0,0.0,39.38,56.0,2026/08/13 15:06:53.897,4217.0
expert,1.0,1.0,39.56,56.0,2026/08/13 15:06:54.443,4255.0
expert,0.0,0.0,39.65,56.0,2026/08/13 15:06:54.987,4293.0
expert,0.0,0.0,39.82,56.0,2026/08/13 15:06:55.531,4325.0
expert,1.0,0.0,39.94,56.0,2026/08/13 15:06:56.077,4367.0
expert,1.0,1.0,39.97,56.0,2026/08/13 15:06:56.623,4413.0
expert,0.0,0.0,39.9,56.0,2026/08/13 15:06:57.169,4451.0
expert,0.0,0.0,39.76,56.0,2026/08/13 15:06:57.719,4489.0
expert,0.0,0.0,39.63,56.0,2026/08/13 15:06:58.265,4529.0
expert,1.0,1.0,39.63,56.0,2026/08/13 15:06:58.810,4567.0
expert,0.0,0.0,39.45,56.0,2026/08/13 15:06:59.354,4609.0
expert,0.0,0.0,39.25,56.0,2026/08/13 15:06:59.901,4651.0
expert,0.0,0.0,39.34,56.0,2026/08/13 15:07:00.446,4689.0
expert,0.0,0.0,39.38,56.0,2026/08/13 15:07:00.993,4725.0
expert,0.0,0.0,39.24,56.0,2026/08/13 15:07:01.538,4759.0
expert,0.0,0.0,39.37,56.0,2026/08/13 15:07:02.084,4801.0
expert,0.0,0.0,39.19,56.0,2026/08/13 15:07:02.631,4839.0
expert,0.0,0.0,39.18,56.0,2026/08/13 15:07:03.181,4875.0
expert,0.0,0.0,39.37,56.0,2026/08/13 15:07:03.730,4913.0
expert,1.0,1.0,39.37,56.0,2026/08/13 15:07:04.274,4963.0
expert,0.0,0.0,39.3,56.0,2026/08/13 15:07:04.819,5001.0
expert,0.0,0.0,39.12,56.0,2026/08/13 15:07:05.363,5039.0
expert,1.0,0.0,39.17,56.0,2026/08/13 15:07:05.909,5079.0
expert,0.0,0.0,39.14,56.0,2026/08/13 15:07:06.459,5113.0
expert,0.0,0.0,39.13,56.0,2026/08/13 15:07:07.005,5151.0
expert,0.0,0.0,39.16,56.0,2026/08/13 15:07:07.550,5193.0
expert,0.0,0.0,39.46,56.0,2026/08/13 15:07:08.093,5229.0
expert,0.0,0.0,39.53,56.0,2026/08/13 15:07:08.636,5267.0
expert,0.0,0.0,39.45,56.0,2026/08/13 15:07:09.180,5305.0
expert,0.0,0.0,39.37,56.0,2026/08/13 15:07:09.723,5343.0
expert,0.0,0.0,39.24,56.0,2026/08/13 15:07:10.268,5379.0
expert,1.0,0.0,39.21,56.0,2026/08/13 15:07:10.814,5417.0
expert,0.0,0.0,39.35,56.0,2026/08/13 15:07:11.375,5455.0
expert,0.0,0.0,39.2,56.0,2026/08/13 15:07:11.919,5489.0
expert,0.0,0.0,39.08,56.0,2026/08/13 15:07:12.461,5525.0
expert,0.0,0.0,39.12,56.0,2026/08/13 15:07:13.008,5579.0
expert,0.0,0.0,39.2,56.0,2026/08/13 15:07:13.555,5621.0
expert,0.0,0.0,39.31,56.0,2026/08/13 15:07:14.102,5659.0
expert,0.0,0.0,39.17,56.0,2026/08/13 15:07:14.649,5697.0
expert,1.0,1.0,38.84,56.0,2026/08/13 15:07:15.194,5735.0
expert,0.0,0.0,39.03,56.0,2026/08/13 15:07:15.739,5775.0
expert,0.0,0.0,39.39,56.0,2026/08/13 15:07:16.287,5813.0
expert,0.0,0.0,39.58,56.0,2026/08/13 15:07:16.832,5851.0
expert,0.0,0.0,39.55,56.0,2026/08/13 15:07:17.381,5889.0
expert,0.0,0.0,39.29,56.0,2026/08/13 15:07:17.928,5925.0
expert,0.0,0.0,39.19,56.0,2026/08/13 15:07:18.471,5963.0
expert,0.0,0.0,39.02,56.0,2026/08/13 15:07:19.018,6001.0
expert,1.0,1.0,38.88,56.0,2026/08/13 15:07:19.569,6039.0
expert,0.0,0.0,38.94,56.0,2026/08/13 15:07:20.115,6075.0
expert,0.0,0.0,39.08,56.0,2026/08/13 15:07:20.658,6113.0
expert,1.0,1.0,39.23,56.0,2026/08/13 15:07:21.221,6159.0
expert,0.0,0.0,39.25,56.0,2026/08/13 15:07:21.768,6193.0
expert,0.0,0.0,38.89,55.0,2026/08/13 15:07:22.319,6221.0
expert,0.0,0.0,38.79,55.0,2026/08/13 15:07:22.865,6259.0
expert,0.0,0.0,38.77,55.0,2026/08/13 15:07:23.411,6297.0
expert,0.0,0.0,38.77,55.0,2026/08/13 15:07:23.958,6333.0
